hostname pl_name sy_dist sy_disterr1 sy_disterr2 rastr decstr sy_vmag sy_jmag sy_kmag st_mass st_masserr1 st_masserr2 st_rad st_raderr1 st_raderr2 st_teff st_tefferr1 st_tefferr2 st_tefferr12 st_tefferr22 st_logg st_lum pl_tranmid pl_tranmiderr1 pl_tranmiderr2 pl_rade pl_radeerr1 pl_radeerr2 pl_bmasse pl_bmasseerr1 pl_bmasseerr2 pl_orbper pl_orbpererr1 pl_orbpererr2 pl_orbsmax pl_orbsmaxerr1 pl_orbsmaxerr2 pl_orbincl pl_orbeccen pl_orbeccenerr1 pl_orbeccenerr2 pl_eqt pl_ratror pl_ratrorerr1 pl_ratrorerr2 pl_ratdor pl_ratdorerr1 pl_ratdorerr2 tran_flag rv_flag
TOI-1468 "TOI-1468 b" 24.7399 0.0469 -0.0467 01h06m36.93s +19d13m29.71s 12.5 9.343 8.497 0.34 0.01 -0.01 0.34 0.01 -0.01 3496.0 25.0 -25.0 25.0 -25.0 5.0 -1.797 2458765.68079 0.0007 -0.00069 1.28 0.038 -0.039 3.21 0.24 -0.24 1.8805136 2.4e-06 -2.6e-06 "" "" "" 88.47 "" "" "" 682.2 "" "" "" 13.14 0.21 -0.24 1 1
TOI-1468 "TOI-1468 c" 24.7399 0.0469 -0.0467 01h06m36.93s +19d13m29.71s 12.5 9.343 8.497 0.34 0.01 -0.01 0.34 0.01 -0.01 3496.0 25.0 -25.0 25.0 -25.0 5.0 -1.797 2458766.9269 0.0012 -0.0012 2.064 0.044 -0.044 6.64 0.67 -0.68 15.532482 3.4e-05 -3.3e-05 "" "" "" 89.335 "" "" "" 337.5 "" "" "" 53.69 0.84 -0.97 1 1
